id,title,main_story,main_plus_extras,completionist,developers,publishers,platforms,genres
40735,Escape the Game: Intro,0.366666667,0.383333333,0.383333333,Insanity Games,Insanity Games,PC,Adventure
43492,Escape The Past,0.816666667,0.983333333,1,3DDUO,Plug In Digital,PC,Adventure
37557,Escape This,0.266666667,0.333333333,0.5,Four Winged Studio,Four Winged Studio,PC,"Top-Down, Real-Time, Puzzle, Strategy"
17559,Eschalon: Book III,12,15,18,Basilisk Games,Basilisk Games,PC,Role-Playing
16185,Estranged: Act I,2,2.5,2.5,Alan Edwardes,Alan Edwardes,PC,"First-Person, Adventure"
3177,ESWAT: City Under Siege,1,1.5,3.5,Sega Corporation,Sega Corporation,"PC, Sega Mega Drive/Genesis",Action
3179,Eternal Darkness: Sanity's Requiem,13.5,15,30,Silicon Knights,Nintendo,"Nintendo GameCube, Wii",Action-adventure
50976,Eternal Hour: Golden Hour,0.983333333,1,1,Seventh Heart Studios,Sekai Project,PC,Visual Novel
3185,Eternal Ring,11.5,14,15,From Software,"JP: From Software, NA: Agetec, EU: Ubisoft",PlayStation 2,"Action, Role-Playing"
26837,Eternal Senia,4,5,5.5,Holy Priest,Holy Priest,PC,Role-Playing
3186,Eternal Sonata,29.5,41,62,Tri-Crescendo,Namco Bandai Games,"PlayStation 3, Xbox 360",Role-Playing
17550,Ether One,5,10,11,White Paper Games,White Paper Games,"PC, PlayStation 4","First-Person, Adventure, Puzzle"
3191,Etherlords II,17.5,39,40,Nival Interactive,"Fishtank Interactive, DreamCatcher Games, Strategy First",PC,"Card battle, turn-based strategy, turn-based tactics"
25479,Etrian Mystery Dungeon,34,43.5,58,Atlus,Atlus,Nintendo 3DS,"Turn-Based, Role-Playing"
3192,Etrian Odyssey,50.5,63,83.5,"Atlus, Lancarse","Atlus, Nintendo (Europe and Australia)","Nintendo 3DS, Nintendo DS",Role-Playing
3193,Etrian Odyssey II: Heroes of Lagaard,47.5,63.5,72,"Atlus, Lancarse",Atlus,Nintendo DS,Role-playing
3194,Etrian Odyssey III: The Drowned City,47,66.5,94,Atlus,Atlus,"Nintendo 3DS, Nintendo DS",Role-playing
3196,Etrian Odyssey IV: Legends of the Titan,56.5,74.5,99.5,Atlus,Atlus,Nintendo 3DS,Role-Playing
60152,Etrian Odyssey Nexus,55,74,104,Atlus,Atlus,Nintendo 3DS,Role-Playing
13813,Etrian Odyssey Untold: The Millennium Girl,45.5,63,91,Atlus,Atlus,Nintendo 3DS,Role-Playing
40257,Etrian Odyssey V: Beyond the Myth,41,60,85,Atlus,Atlus,Nintendo 3DS,Role-Playing
30531,Euclidean,1,3,5,Alpha Wave Entertainment,AAD Productions,PC,Action
3199,Euro Truck Simulator 2,39.5,70,362,SCS Software,SCS Software,PC,"Racing, Simulation"
3204,Europa Universalis III,77,235,259,Paradox Interactive,Paradox Interactive,PC,"Real-Time, Strategy"
58029,Evenicle,22,32,69.5,Alice Soft,Alice Soft,PC,Role-Playing
39950,Event[0],2.5,3,5,Ocelot Society,Ocelot Society,PC,Adventure
44815,Eventide 2: The Sorcerers Mirror,2.5,3,3,The House of Fables,Artifex Mundi,PC,Adventure
51881,Eventide 3: Legacy of Legends,3,5,6,The House of Fables,Artifex Mundi,PC,Hidden Object
33936,Eventide: Slavic Fable,3.5,4,4,The House Of Fables,Artifex Mundi,"Linux, Mac, PC, PlayStation 4, Xbox One",Hidden Object
3217,Ever 17: The Out of Infinity,21.5,30,44,KID,Hirameki International,PC,Visual Novel
38020,Ever Oasis,22,33,50.5,Grezzo,Nintendo,"Nintendo 2DS, Nintendo 3DS","Third-Person, Real-Time, Action, Adventure, City-Building, Role-Playing"
20489,Everblue 2,22,32,50,Arika,Capcom,PlayStation 2,Adventure
22765,Everlasting Summer,6.5,13,26,Soviet Games,Soviet Games,"Mobile, PC",Visual Novel
3231,Eversion,0.883333333,2,2.5,Zaratustra Productions,Zaratustra Productions,PC,"Indie, Puzzle"
39367,Everspace,19.5,34,65.5,ROCKFISH Games,ROCKFISH Games,PC,Action
24711,Everybody's Gone to the Rapture,4.5,6,9,"The Chinese Room, SCE Santa Monica Studio",Sony Computer Entertainment,"PC, PlayStation 4","First-Person, Adventure"
45196,Everything (2017),3,6.5,18,DAVID OREILLY,DAVID OREILLY,"PC, PlayStation 4",Simulation
44595,Evil (2017),0.45,0.666666667,60,Akrono,Akrono,PC,Horror
3240,Evil Dead: Hail to the King,8,9,9.5,Heavy Iron Studios,THQ,"Dreamcast, PlayStation",Survival horror
3241,Evil Dead: Regeneration,6,7,7.5,Cranky Pants Games,THQ,"PC, PlayStation 2, Xbox","Action, Survival horror"
3242,Evil Genius,26.5,32,39.5,Elixir Studios,"Sierra Entertainment (2004-2006), Rebellion Developments (2006-present)",PC,"Real-Time, Strategy"
16891,Evil Islands: Curse of the Lost Soul,28,28.5,40,Nival Interactive,Nival Interactive,PC,"Real-Time, Role-Playing, Strategy"
37723,Evo Explores,1.5,1.5,1.5,Kyrylo Kuzyk,Kyrylo Kuzyk,PC,Puzzle
3250,Evoland,3.5,4.5,6.5,Shiro Games,Shiro Games,"Mobile, PC, Nintendo Switch","Adventure, Role-Playing"
29680,Evoland 2,18,19.5,27.5,Shiro Games,Shiro Games,"Mobile, PC","Adventure, Role-Playing"
64830,Evoland: Legendary Edition,20,26,32.5,Shiro Games,Shiro Games,"Nintendo Switch, PC",Role-Playing
16639,Evolve,3,9,32,Turtle Rock Studios,2K Games,"PC, PlayStation 4, Xbox One","First-Person, Shooter"
59202,EXAPUNKS,23,36,100,Zachtronics,Zachtronics,PC,"Text, Puzzle, Simulation"
3260,Excite Truck,6.5,11.5,24.5,Monster Games,Nintendo,Wii,Racing
3261,Excitebike,0.5,0.666666667,1,Nintendo R&D1,Nintendo,"NES/Famicom, Nintendo 3DS, Nintendo Switch, Wii",Racing
3263,Excitebots: Trick Racing,2.5,3.5,79.5,"Monster Games, Nintendo SPD Group No.3",Nintendo,Wii,Racing
37791,Exile's End,5,7.5,16.5,Magnetic Realms,Marvelous,"PC, PlayStation 4, PlayStation Vita","Action, Platform"
36543,Exist Archive: The Other Side of the Sky,36,50.5,71.5,"Spike Chunsoft, tri-Ace",Aksys Games,"PlayStation 4, PlayStation Vita","Side, Turn-Based, Role-Playing"
3267,Exit,6.5,10,15,"Taito, Moss","Ubisoft, Taito",PSP,"Action, Puzzle"
30674,Expand,2,2,2,"Chris Johnson, Chris Larkin","Chris Johnson, Chris Larkin",PC,"Top-Down, Real-Time, Scrolling, Arcade, Puzzle"
3271,Expeditions: Conquistador,28.5,28.5,32,Logic Artists,bitComposer Games,PC,"Role-Playing, Strategy"
43605,Expeditions: Viking,28,36.5,50,Logic Artists,Logic Artists,PC,"Role-Playing, Strategy"
30952,Extreme Exorcism,3,3,7,Golden Ruby Games,Ripstone,"PlayStation 4, Wii U","Action, Adventure"
3277,Extreme-G,1.5,15,18,Probe Entertainment,Acclaim Entertainment,Nintendo 64,Extreme racing
3280,Eye of the Beholder,6,15,22,Westwood Associates,"Strategic Simulations, Capcom (SNES), Sega (Sega CD)","Amiga, PC",Role-Playing
3281,Eye of the Beholder II: The Legend of Darkmoon,11.5,19,20.5,Westwood Associates,Strategic Simulations Inc.,"Amiga, PC",Role-Playing
3293,F.E.A.R.,8.5,10.5,11.5,"Monolith Productions, Day 1 Studios",Vivendi Universal,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
3294,F.E.A.R. 2: Project Origin,7,9,10.5,Monolith Productions,WB Games,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
3295,F.E.A.R. 2: Reborn,1.5,2,2,Monolith,WB Games,"PC, Xbox 360","First-Person, Shooter"
3296,F.E.A.R. 3,6,8.5,14,"Day 1 Studios, Monolith Productions",Warner Bros. Interactive,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
3297,F.E.A.R. Extraction Point,4.5,5.5,6,TimeGate Studios,Vivendi Universal,"PC, Xbox 360","First-Person, Shooter"
3299,F.E.A.R. Perseus Mandate,5,6,6.5,Timegate Studios,Sierra,"PC, Xbox 360","First-Person, Shooter"
3305,F1 2010,28,61.5,100,Codemasters Birmingham,Codemasters,"PC, PlayStation 3, Xbox 360",Racing
3307,F1 2012,44,57,80,"Codemasters Birmingham, Feral Interactive","Codemasters, Feral Interactive","PC, PlayStation 3, Xbox 360",Racing
14126,F1 2013,29.5,31,60,Codemasters Birmingham,Codemasters,"PC, PlayStation 3, Xbox 360","Racing, Simulation"
21845,F1 2014,3,10,32.5,Codemasters Birmingham,Codemasters,"PC, PlayStation 3, Xbox 360","Racing, Simulation"
38825,F1 2016,18,23,30,Codemasters Birmingham,Codemasters,"PC, PlayStation 4, Xbox One",Sports
3309,F1 Race Stars,11.5,21.5,24,Codemasters Birmingham,Codemasters,"PC, PlayStation 3, Xbox 360",Racing
3311,Fable,12.5,20,37,"Lionhead Studios, Big Blue Box, Robosoft",Microsoft Game Studios,"PC, Xbox, Xbox 360","Third-Person, Action, Role-Playing, Sandbox"
16586,Fable Anniversary,14,20,31.5,Lionhead Studios,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Action, Role-Playing"
3313,Fable Heroes,2.5,6,16.5,Lionhead Studios,Microsoft Studios,Xbox 360,Beat 'em Up
3314,Fable II,13,23.5,54,Lionhead Studios,Microsoft Game Studios,"PC, Xbox, Xbox 360, Xbox One","Third-Person, Action, Role-Playing, Sandbox"
18195,Fable II: Knothole Island DLC,1.5,2,2,Lionhead Studios,Microsoft Game Studios,Xbox 360,"Third-Person, Action, Role-Playing"
17484,Fable II: See the Future DLC,2,3,3,Lionhead Studios,Microsoft,Xbox 360,"Third-Person, Role-Playing"
3316,Fable III,12.5,25.5,48.5,Lionhead Studios,Microsoft Game Studios,"PC, Xbox 360, Xbox One","Third-Person, Action, Role-Playing, Sandbox"
14447,Face Noir,7,9.5,9.5,Mad Orange,Phoenix Online Studios,PC,"Point-and-Click, Adventure"
3320,Face Raiders,1,1.5,2.5,HAL Laboratory,Nintendo,Nintendo 3DS,First-person Shooter
44816,Faces of Illusion: The Twin Phantoms,2,2.5,2.5,Moonrise Interactive,Artifex Mundi,PC,Hidden Object
3324,Fading Hearts,2,5,5.5,Sakura River Interactive,Sakura River Interactive,PC,Visual Novel
3325,Faerie Solitaire,13,16.5,37.5,Subsoap,Subsoap,PC,Card Game
3326,Faery: Legends of Avalon,6,7.5,10,Spiders Studio,Focus Home Interactive,"PC, PlayStation 3, Xbox 360, Xbox One",Role-Playing
3327,Fairune,2.5,3,6.5,Capcom,Skipmore,"Android, iOS, Nintendo 3DS, Nintendo Switch",Adventure
40865,Fairune 2,5.5,7,8,Skipmore,Circle Entertainment,"Nintendo 3DS, Nintendo Switch","Top-Down, Scrolling, Action, Adventure"
3329,Fairy Bloom Freesia,3,5.5,14,Edelweiss,Capcom,PC,Action
18635,Fairy Fencer F,24,32,51.5,Compile Heart,NIS America,"PC, PlayStation 3",Role-Playing
38952,Fairy Fencer F: Advent Dark Force,27.5,37,57.5,Compile Heart,Idea Factory,"Nintendo Switch, PC, PlayStation 4",Role-Playing
30961,Fairy Tale Mysteries 2: The Beanstalk,2,3,3,GOGI,Artifex Mundi,PC,Hidden Object
33473,Fairy Tale Mysteries: The Puppet Thief,2,3,3.5,"The House of Fables, Gogii Games",Artifex Mundi,PC,Hidden Object
49469,Fall of Light,8,12.5,20,RuneHeads,1C Company,PC,"Action, Adventure, Role-Playing"
12679,Fallen Enchantress: Legendary Heroes,14,40.5,52.5,Stardock Entertainment,Stardock Entertainment,PC,Strategy
3338,Fallout,16.5,22.5,32,Interplay Entertainment,"Interplay Entertainment, Edusoft (AR)",PC,"Top-Down, Turn-Based, Role-Playing"
3339,Fallout 2,32,47.5,85,Black Isle Studios,Interplay Entertainment,PC,"Top-Down, Turn-Based, Role-Playing"
3340,Fallout 3,23,56.5,116,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360, Xbox One","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
3341,Fallout 3: Broken Steel DLC,3.5,5,5,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Role-Playing, Shooter"
3342,Fallout 3: Game of the Year Edition,29,67,106,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360, Xbox One","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
3343,Fallout 3: Mothership Zeta DLC,3,4,4,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Role-Playing, Shooter"
3345,Fallout 3: Operation Anchorage DLC,2.5,3,3,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Role-Playing, Shooter"
3346,Fallout 3: Point Lookout DLC,3,5.5,6,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
3347,Fallout 3: The Pitt DLC,3,4,4.5,Bethesda Game Studios,"Bethesda Softworks, ZeniMax Media","PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Role-Playing, Shooter"
26729,Fallout 4,26,78.5,151,Bethesda Game Studios,Bethesda Softworks,"PC, PlayStation 4, Xbox One","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
50784,Fallout 4 VR,23.5,111,165,Bethesda Game Studios,Bethesda Softworks,PC,"Virtual Reality, Open World, Role-Playing"
36153,Fallout 4: Automatron DLC,3.5,5.5,5.5,Bethesda,Bethesda,"PC, PlayStation 4, Xbox One","First-Person, Third-Person, Action, Adventure, Open World, Role-Playing, Shooter"
37328,Fallout 4: Far Harbor DLC,6.5,15.5,23.5,Bethesda,Bethesda,"PC, PlayStation 4, Xbox One","First-Person, Third-Person, Action, Adventure, Open World, Role-Playing, Shooter"
49483,Fallout 4: Game of the Year Edition,29,111,206,Bethesda Game Studios,Bethesda Softworks,"PC, PlayStation 4, Xbox One","Open World, Role-Playing"
39674,Fallout 4: Nuka-World,12,17.5,25,Bethesda Game Studios,Bethesda Softworks,"PC, PlayStation 4, Xbox One","Open World, Role-Playing"
38904,Fallout 4: Vault-Tec Workshop DLC,3,3.5,3.5,Bethesda Game Studios,Bethesda Softworks,"PC, PlayStation 4, Xbox One","First-Person, Role-Playing"
57416,Fallout 76,32.5,84.5,183,Bethesda Game Studios,Bethesda Softworks,"PC, PlayStation 4, Xbox One","Action, Role-Playing"
26728,Fallout Shelter,12,38,84.5,Bethesda Game Studios,Bethesda Softworks,"Mobile, Nintendo Switch, PC, PlayStation 4, Xbox One",City-Building
3351,Fallout: New Vegas,27.5,60.5,132,Obsidian Entertainment,"Bethesda Softworks, Namco Bandai Games","PC, PlayStation 3, Xbox 360, Xbox One","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
3352,Fallout: New Vegas - Dead Money DLC,5.5,7,8,Obsidian Entertainment,"Bethesda Softworks, Namco Bandai Games","PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Role-Playing, Shooter"
3353,Fallout: New Vegas - Honest Hearts DLC,3.5,5,5.5,Obsidian Entertainment,Bethesda Softworks,"PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
3354,Fallout: New Vegas - Lonesome Road DLC,3.5,5.5,6.5,Obsidian Entertainment,Bethesda Softworks,"PC, PlayStation 3, Xbox 360","First-Person, Third-Person, Action, Role-Playing, Shooter"
3355,Fallout: New Vegas - Old World Blues DLC,6.5,8.5,11,Obsidian Entertainment,Bethesda Softworks,"PC, PlayStation 3, Xbox 360, Xbox One","First-Person, Third-Person, Action, Open World, Role-Playing, Shooter"
3356,Fallout: New Vegas - Ultimate Edition,38.5,83,162,Obsidian Entertainment,Bethesda Softworks,"PC, PlayStation 3, Xbox 360, Xbox One","Action, Role-Playing"
3361,Family Guy: Back to the Multiverse,5.5,8,14,Heavy Iron Studios,Activision,"PC, PlayStation 3, Xbox 360","Action, Adventure"
22078,Fantasia: Music Evolved,6.5,11.5,25,Harmonix,Microsoft Studios,Xbox One,Music/Rhythm
12402,Fantasy Life,31.5,67,149,Level-5,Nintendo,Nintendo 3DS,"Third-Person, Real-Time, Action, Adventure, Role-Playing"
3370,Fantasy Wars,21,32,62.5,Ino-Co,1C Company / Nobilis France,PC,Turn-based tactics
3376,Far Cry,14,17,18.5,Crytek,Ubisoft,"PC, PlayStation 3, Xbox, Xbox 360",First-person shooter
3377,Far Cry 2,17,27,42,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, Xbox 360","First-Person, Action, Shooter"
3378,Far Cry 3,15.5,25.5,38,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","First-Person, Open World, Shooter"
3379,Far Cry 3: Blood Dragon,4.5,7,8.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, Xbox 360, Xbox One","First-Person, Action, Open World, Shooter"
3380,Far Cry 3: Monkey Business DLC,1.5,1.5,1.5,Ubisoft,Ubisoft,"PC, Xbox 360","First-Person, Shooter"
21402,Far Cry 3: Testing Unit DLC,0.25,0.25,0.283333333,Ubisoft Montreal,Ubisoft,PC,"First-Person, Shooter"
3381,Far Cry 3: The Lost Expeditions DLC,0.5,0.583333333,0.583333333,Ubisoft,Ubisoft,"PC, PlayStation 3, Xbox 360","First-Person, Shooter"
19310,Far Cry 4,17.5,30.5,45,Ubisoft Montreal,Ubisoft,"PC, PlayStation 3, PlayStation 4, Xbox 360, Xbox One","First-Person, Open World, Shooter"
46093,Far Cry 5,17.5,28,41.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","First-Person, Open World, Shooter"
57328,Far Cry 5: Hours of Darkness,2,3,4,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,"PC, PlayStation 4, Xbox One","First-Person, Shooter"
59241,Far Cry 5: Lost On Mars,4.5,5,7,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","First-Person, Open World, Shooter"
16640,Far Cry Classic,11.5,12,13,Crytek,Ubisoft,"PlayStation 3, Xbox 360","First-Person, Shooter"
3384,Far Cry Instincts: Predator,15.5,19.5,20,Ubisoft Montreal,Ubisoft,Xbox 360,"First-Person, Shooter"
64996,Far Cry New Dawn,11,16,25,"Ubisoft Montreal, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,"PC, PlayStation 4, Xbox One","First-Person, Action, Adventure, Open World"
31054,Far Cry Primal,14,23.5,35.5,Ubisoft Montreal,Ubisoft,"PC, PlayStation 4, Xbox One","First-Person, Action, Adventure"
56531,FAR: Lone Sails,3,3,3.5,Okomotive,Mixtvision,"PC, PlayStation 4, Xbox One","Side, Scrolling, Adventure, Puzzle"
14178,Farm For Your Life,8,8,19.5,Hammer Labs,Headup Games,PC,Simulation
43435,Farm Mania: Hot Vacation,5,6,7,Realore,Realore,PC,Strategy
25196,Farming Simulator 15,17.5,89.5,240,Giants Software,Focus Home Interactive,"PC, PlayStation 4, Xbox One",Simulation
12703,Farming Simulator 2013,4,13,183,Giants Software,Focus Home Interactive,PC,Simulation
18084,FarSky,3.5,4.5,6.5,Farsky Interactive,Farsky Interactive,PC,Adventure
3391,Faselei!,9.5,10,15,Sacnoth,Sacnoth,Neo Geo Pocket Color,"Turn-Based, Role-Playing, Tactical"
26928,FAST Racing Neo,3,6.5,14,Shin'en Multimedia,Shin'en Multimedia,Wii U,Racing
44138,Fast RMX,3.5,15,54,Shin'en Multimedia,Shin'en Multimedia,Nintendo Switch,Racing
3395,Fatal Frame,8,9.5,11,Tecmo,Tecmo,"PlayStation 2, PlayStation 3, Xbox",Survival Horror
3396,Fatal Frame II: Crimson Butterfly,9.5,10.5,14,Tecmo,Tecmo,"PlayStation 2, PlayStation 3, Wii, Xbox","Survival, Survival Horror"
3397,Fatal Frame III: The Tormented,15,16.5,19.5,Tecmo,Tecmo,"PlayStation 2, PlayStation 3","Survival, Survival Horror"
31231,Fatal Frame: Maiden of Black Water,14.5,18.5,23,"Koei Tecmo, Nintendo SPD",Nintendo,Wii U,"Survival, Survival Horror"
3400,Fatal Fury 2,0.766666667,3,12,"SNK, Takara","SNK, Magical Company","Arcade, Neo Geo, Sega Mega Drive/Genesis, Super Nintendo",Fighting
3401,Fatal Fury 3: Road to the Final Victory,1,1.5,1.5,SNK,SNK,"Arcade, Neo Geo, PC",Fighting
3402,Fatal Fury Special,1,1,1.5,Various,Various,"Neo Geo, PlayStation 2, Super Nintendo, Xbox 360",Fighting
3404,Fatal Fury: King of Fighters,1,2,20,"SNK (Neo Geo), Takara",SNK,"Arcade, Neo Geo, Sega Mega Drive/Genesis, Super Nintendo",Fighting
3412,FATALE,0.666666667,0.683333333,0.733333333,Tale of Tales BVBA,Tale of Tales BVBA,"Mac, PC",Adventure
3413,Fate,9,10,12,"WildStudios, WildTangent","WildTangent, Encore Software",PC,"Action, Role-Playing"
3414,Fate of the World,7.5,9,12,Red Redemption Ltd,Red Redemption Ltd,PC,Simulation
65589,Fate/Extella Link,8.5,16.5,43,Marvelous Inc.,"XSEED Games, Marvelous USA","Nintendo Switch, PC, PlayStation 4",Hack and Slash
43007,Fate/Extella: The Umbral Star,21,43,87,Marvelous,Xseed Games,"Nintendo Switch, PC, PlayStation 4, PlayStation Vita","Third-Person, Action, Beat 'em Up"
3415,Fate/Extra,28,36,71.5,"Type-Moon, Image Epoch","Marvelous Entertainment, Aksys Games","PC, PlayStation Vita, PSP",Role-playing
20806,Fate/Hollow Ataraxia,20,37.5,56,Type-Moon,Type-Moon,PC,Visual Novel
3416,Fate/stay night,60,75.5,98.5,Type-Moon,"Type-Moon, Kadokawa Shoten",PC,Visual Novel
3417,Fate/Unlimited Codes,3,5,31,Eighting,Capcom,"PlayStation 2, PSP",Fighting
3422,Faxanadu,5.5,6,6.5,Hudson Soft,"JP: Hudson Soft, NA/EU: Nintendo",NES,Action RPG
48468,Fe,5.5,6.5,9,Zoink,Electronic Arts,"Nintendo Switch, PC, PlayStation 4, Xbox One",Platform
3423,Fear Effect,6.5,7.5,9,Kronos,Eidos,PlayStation,"Action-adventure, survival horror"
18945,Fearless Fantasy,3,4.5,6.5,Enter Skies,tinyBuild,"Mobile, PC",Role-Playing
3425,Feeding Frenzy,2,4,13,PopCap Games,PopCap Games,"PC, Xbox, Xbox 360, Xbox One",Arcade
3426,Feeding Frenzy 2: Shipwreck Showdown,2.5,2.5,3,Sprout Games,PopCap Games,"PC, PlayStation 3, Xbox 360, Xbox One",Arcade
3427,Feel the Magic: XY/XX,3,3,9,Sonic Team,Sega,Nintendo DS,Compilation
24690,Feel-A-Maze,0.366666667,1,3,Five Archers Games,Strategy First,PC,Arcade
24972,Feist,2.5,3.5,9,Bits & Beasts,Finji,PC,"Action, Platform"
3428,Felix the Cat,1,1,1,Hudson Soft,Hudson Soft,"Game Boy, NES","Side, Scrolling, Platform"
29954,Ferrum's Secrets: Where Is Grandpa?,1,2,3.5,ZigZag Soft,Black Shell Media,PC,Adventure
3432,Fester Mudd: Curse of the Gold - Episode 1: A Fistful of Pocket Lint,2.5,2.5,2.5,PRANK Entertainment,Replay Games,PC,"Point-and-Click, Third-Person, Adventure"
3433,Fester's Quest,2,2,5.5,Sunsoft,Sunsoft,NES,"Run and gun, Adventure"
